ID,NAME,TYPE,ADDRESS,INDEX
211210,COMMUNITY FOOD MARKET,(002) Restaurant - Single Service,"2618 MCGOWEN, HOUSTON, TX 77004",1
410125,COMPASS (EXXON MOBIL),(001) Restaurant - Full Service,"13501 KATY FWY, HOUSTON, TX 77079",1
417181,COVER GIRLS,(001) Restaurant - Full Service,"10310 W LITTLE YORK, HOUSTON, TX 77041",1
402064,CRESPO PIZZA & ITALIAN GRILL,(002) Restaurant - Single Service,"10232 WESTHEIMER, HOUSTON, TX 77042",1
960584,DEL MAR LANES (MIKE HOLLAND),(002) Restaurant - Single Service,"3020 MANGUM, HOUSTON, TX 77092",1
420400,DELICIAS TROPICALES,(002) Restaurant - Single Service,"239 SHARPSTOWN MALL STE MM-148, HOUSTON, TX 77036",1
208000,DIEDRICH COFFEE,(001) Restaurant - Full Service,"4005 MONTROSE BLVD, HOUSTON, TX 77006",1
991053,DIVINO ITALIAN RESTAURANT,(001) Restaurant - Full Service,"1830 W ALABAMA, HOUSTON, TX 77098",1
414196,DOMINO'S PIZZA,(002) Restaurant - Single Service,"14520 MEMORIAL STE J, HOUSTON, TX 77079",1
402871,DOMINO'S PIZZA,(002) Restaurant - Single Service,"3301 TIDWELL RD STE I, HOUSTON, TX 77093",1
993690,DOMINO'S PIZZA #6659,(002) Restaurant - Single Service,"1498 WILCREST, HOUSTON, TX 77042",1
420682,DON MAX FAST FOOD,(002) Restaurant - Single Service,"601 SHARPSTOWN CTR, HOUSTON, TX 77036",1
950747,DRURY INN HOUSTON WEST,(002) Restaurant - Single Service,"1000 HIGHWAY 6 N, HOUSTON, TX 77079",1
418468,EDDIE V'S PRIME SEAFOOD #8509,(001) Restaurant - Full Service,"2800 KIRBY STE A100, HOUSTON, TX 77098",1
419122,EDIBLE ARANGEMENTS,(002) Restaurant - Single Service,"6969 GULF FWY STE 150, HOUSTON, TX 77087",1
417295,EDIBLE ARRANGEMENTS,(002) Restaurant - Single Service,"4850 BEECHNUT, HOUSTON, TX 77096",1
411568,EDIBLE ARRANGEMENTS,(002) Restaurant - Single Service,"1531 ELDRIDGE PKWY STE 150, HOUSTON, TX 77077",1
419552,EDIBLE ARRANGEMENTS #1342,(002) Restaurant - Single Service,"1214 W 43RD ST STE 900, HOUSTON, TX 77018",1
419380,EDIBLE ARRANGEMENTS #1344,(002) Restaurant - Single Service,"1801 DURHAM STE 7, HOUSTON, TX 77007",1
408391,EL BORRADOS DELI & TAQUERIA(inside10ATRIUM TOW),(002) Restaurant - Single Service,"11811 EAST FWY STE 187, HOUSTON, TX 77029",1
413036,EL FRANCO LEE BALL PARK CONCESSION,(002) Restaurant - Single Service,"9500 HALL RD STE C, HOUSTON, TX 77075",1
403904,ESCALANTE'S,(001) Restaurant - Full Service,"4053 WESTHEIMER RD, Houston, TX 77027",1
410147,EXXON MOBIL,(002) Restaurant - Single Service,"396 W GREENS RD, HOUSTON, TX 77067",1
410329,FAIRFIELD INN SUITES,(002) Restaurant - Single Service,"4025 INTERWOOD NORTH PKWY, HOUSTON, TX 77032",1
407835,FAT TONY'S,(002) Restaurant - Single Service,"1460 ELDRIDGE PKWY STE 110, HOUSTON, TX 77077-2121",1
960844,FIRST UNITARIAN CHURCH,(001) Restaurant - Full Service,"5200 FANNIN ST, HOUSTON, TX 77004",1
916108,FOE 3098,(001) Restaurant - Full Service,"12749 MARKET ST, HOUSTON, TX 77015",1
415504,FUDDRUCKERS,(001) Restaurant - Full Service,"13010 NORTHWEST FWY, HOUSTON, TX 77040",1
421535,FULL FLAVOR CAFE,(002) Restaurant - Single Service,"10103 FONDREN STE 118, HOUSTON, TX 77096",1
910931,FUZZY'S PIZZA,(002) Restaurant - Single Service,"823 ANTOINE, HOUSTON, TX 77024",1
981693,GIL'S BBQ,(001) Restaurant - Full Service,"13318 WESTHEIMER STE 100, HOUSTON, TX 77077",1
227384,GONZALEZ DRIVE IN GROCERY,(002) Restaurant - Single Service,"7846 DAYTON, HOUSTON, TX 77012",1
414255,GOOD TIME FOOD STORE,(002) Restaurant - Single Service,"13602 HIRAM CLARKE RD STE A, HOUSTON, TX 77045",1
422266,GREAT AMERICAN COOKIE,(002) Restaurant - Single Service,"1636 WILLOWBROOK MALL, HOUSTON, TX 77070",1
917848,GRISBY'S,(002) Restaurant - Single Service,"1303 SAN JACINTO, HOUSTON, TX 77002",1
213612,HANDI STOP #93,(002) Restaurant - Single Service,"7745 S SAM HOUSTON PKWY E, HOUSTON, TX 77075",1
217502,HARTZ CHICKEN,(002) Restaurant - Single Service,"12191 NORTHWEST FWY, HOUSTON, TX 77092",1
403951,HARTZ CHICKEN # 109,(002) Restaurant - Single Service,"2563 GESSNER DR, HOUSTON, TX 77080-3801",1
951755,HARWIN SHELL,(002) Restaurant - Single Service,"11398 HARWIN, HOUSTON, TX 77072",1
930980,HAVILAND GROCERY,(002) Restaurant - Single Service,"11506 HAVILAND, HOUSTON, TX 77035",1
414764,HEIGHTS ASIAN CAFE,(002) Restaurant - Single Service,"2201 YALE ST, HOUSTON, TX 77008",1
920505,HESTER HOUSE SENIOR CENTER,(002) Restaurant - Single Service,"2020 SOLO, HOUSTON, TX 77020",1
914346,HICKORY HOLLOW,(001) Restaurant - Full Service,"101 HEIGHTS BLVD, HOUSTON, TX 77007",1
407401,HOLIDAY INN EXPRESS,(002) Restaurant - Single Service,"2205 BARKER OAKS, HOUSTON, TX 77077",1
916975,HOUSTON FIRST CHURCH OF GOD,(001) Restaurant - Full Service,"14400 NORTHWEST FWY, HOUSTON, TX 77040",1
979169,HUARACHE AZTECA,(002) Restaurant - Single Service,"6116 WINDSWEPT STE B, HOUSTON, TX 77055",1
422280,ICAFE,(002) Restaurant - Single Service,"10700 KINGSPOINT, HOUSTON, TX 77075",1
950855,IHOP,(001) Restaurant - Full Service,"8515 WEST LOOP SOUTH, HOUSTON, TX 77096",1
400958,IMPERIAL BANQUET HALL,(001) Restaurant - Full Service,"3112 PARKER, Houston, TX 77093",1
407704,IXTAPA REFRESQUERIA,(002) Restaurant - Single Service,"1123 BROADWAY STE A, HOUSTON, TX 77012",1
412112,JAMBA JUICE,(002) Restaurant - Single Service,"2040 W GRAY STE 150, HOUSTON, TX 77019",1
931644,JASON'S DELI,(001) Restaurant - Full Service,"5860 WESTHEIMER, HOUSTON, TX 77057",1
913383,JAVA COFFEE & TEA CO.,(002) Restaurant - Single Service,"2727 FONDREN STE 7A, HOUSTON, TX 77063",1
416982,JENIVI'S SEAFOOD SHOPPE & RESTAURANT,(001) Restaurant - Full Service,"10555 WESTHEIMER, HOUSTON, TX 77042",1
415027,JENNI'S NOODLE HOUSE HEIGHTS,(002) Restaurant - Single Service,"602 E 20TH ST, HOUSTON, TX 77008",1
205484,JENSEN EXPRESS MART( Valero Gasoline),(002) Restaurant - Single Service,"8817 JENSEN, HOUSTON, TX 77093",1
423039,JIMMY JOHN'S,(002) Restaurant - Single Service,"12303 WESTHEIMER RD STE K, HOUSTON, TX 77077",1
406782,JOY DELI,(002) Restaurant - Single Service,"1415 NORTH LOOP WEST STE 140, HOUSTON, TX 77008-1653",1
993865,K & D'S DELI,(002) Restaurant - Single Service,"9800 RICHMOND STE 105, HOUSTON, TX 77042",1
221608,KARRI ALL FOOD STORE,(002) Restaurant - Single Service,"4415 LIBERTY, HOUSTON, TX 77026",1
419361,KAYO OIL COMPANY #2706595,(002) Restaurant - Single Service,"700 N DAIRY ASHFORD ST, HOUSTON, TX 77079",1
914222,KELLY'S FOOD STORE,(002) Restaurant - Single Service,"110 HARDWICKE, HOUSTON, TX 77060",1
976602,KFC/TACO BELL Y343320,(002) Restaurant - Single Service,"9922 BEECHNUT, HOUSTON, TX 77036",1
976516,L & M FOOD STORE,(002) Restaurant - Single Service,"3109 LAURA KOPPE, HOUSTON, TX 77093",1
985179,LA CASITA,(002) Restaurant - Single Service,"6116 SOUTHWEST FWY STE 6, HOUSTON, TX 77057",1
404735,LA QUINTA INN & SUITES #963,(002) Restaurant - Single Service,"1625 WEST LOOP SOUTH, HOUSTON, TX 77027-3001",1
403975,LA QUINTA INN #690,(002) Restaurant - Single Service,"9911 BUFFALO SPEEDWAY, HOUSTON, TX 77054",1
404062,LA QUINTA INN #956,(002) Restaurant - Single Service,"15225 KATY FREEWAY, HOUSTON, TX 77094",1
421390,LA REINA MICHOACANA #1,(002) Restaurant - Single Service,"6969 GULF FWY STE 460, HOUSTON, TX 77087",1
951697,LAMAR H.S. PTA SNACK BAR,(002) Restaurant - Single Service,"3325 WESTHEIMER, HOUSTON, TX 77098",1
919117,LAW MEMORIAL CHURCH,(002) Restaurant - Single Service,"4807 WAYNE, HOUSTON, TX 77026",1
420028,LE'S FAST FOOD,(002) Restaurant - Single Service,"8617 MESA, HOUSTON, TX 77028",1
412390,LITTLE CAESARS #4612,(002) Restaurant - Single Service,"5185 W 34TH ST STE 1W, HOUSTON, TX 77092",1
407871,LONG JOHN SILVER'S,(002) Restaurant - Single Service,"6929 HARRISBURG, HOUSTON, TX 77011",1
402646,LUNA SNACK BAR #2,(002) Restaurant - Single Service,"6116 SOUTHWEST FWY, Houston, TX 77057",1
402648,LUNA SNACK BAR #3,(002) Restaurant - Single Service,"6116 SOUTHWEST FWY, Houston, TX 77057",1
407357,LYNDON'S PIT BAR-B-Q,(001) Restaurant - Full Service,"5320 HOLLISTER RD, HOUSTON, TX 77040",1
417199,MAGNOLIA MULTI-SERVICE CENTER,(001) Restaurant - Full Service,"7037 CAPITOL ST, HOUSTON, TX 77011",1
408981,MAINSTAY SUITES,(002) Restaurant - Single Service,"3134 OLD SPANISH TRAIL, HOUSTON, TX 77054",1
216340,MANA DELI,(002) Restaurant - Single Service,"6420 RICHMOND STE 101, HOUSTON, TX 77057",1
972788,MANNA SANDWICH SHOP #5,(002) Restaurant - Single Service,"2626 SOUTH LOOP WEST STE 101, HOUSTON, TX 77054",1
970794,MARBLE SLAB CREAMERY,(002) Restaurant - Single Service,"2470 S HIGHWAY 6, HOUSTON, TX 77077",1
227698,MARBLE SLAB CREAMERY,(002) Restaurant - Single Service,"11460 FUQUA STE 850, HOUSTON, TX 77089",1
409301,MARRIOTT COURTYARD WEST UNIVERSITY,(001) Restaurant - Full Service,"2929 WESTPARK, HOUSTON, TX 77005",1
930627,MARTHA'S KITCHEN,(001) Restaurant - Full Service,"322 S JENSEN, HOUSTON, TX 77003",1
417970,MCDONALD'S,(002) Restaurant - Single Service,"6000 GULF FWY, HOUSTON, TX 77023",1
914604,MCDONALD'S,(002) Restaurant - Single Service,"2249 W HOLCOMBE, HOUSTON, TX 77030",1
224178,MCDONALD'S,(002) Restaurant - Single Service,"10450 NORTHWEST FWY, HOUSTON, TX 77092",1
211660,MCDONALD'S #27326,(002) Restaurant - Single Service,"2727 DUNVALE, HOUSTON, TX 77063",1
412668,MCDONALDS,(002) Restaurant - Single Service,"511 LOCKWOOD DR STE A, HOUSTON, TX 77011",1
913157,MCDONALDS #2001,(002) Restaurant - Single Service,"3025 ELLA BLVD, HOUSTON, TX 77018",1
418978,MENCHIE'S FROZEN YOGURT #7,(002) Restaurant - Single Service,"5310 WESLAYAN, HOUSTON, TX 77005",1
418354,MERCY'S GRILL AND MORE,(002) Restaurant - Single Service,"239 GREENS RD STE 3000, HOUSTON, TX 77060",1
417737,MI MICHOCANA ICE CREAM,(002) Restaurant - Single Service,"5727 RAMPART STE A2-2, HOUSTON, TX 77081",1
918115,MILLER'S CAFE,(002) Restaurant - Single Service,"3830 N SHEPHERD, HOUSTON, TX 77018",1
403136,MIMI'S DELI,(002) Restaurant - Single Service,"12121 WICKCHESTER STE 130, HOUSTON, TX 77079",1
910256,MIRAGE CABARET,(001) Restaurant - Full Service,"3416 W 34TH, HOUSTON, TX 77092",1
990308,MOULIN ROUGE,(001) Restaurant - Full Service,"8930 WINKLER, HOUSTON, TX 77017",1
419318,MURPHY DELI NORTH DURHAM,(002) Restaurant - Single Service,"3017 N DURHAM STE 100, HOUSTON, TX 77018",1
226859,MURPHY'S DELI,(002) Restaurant - Single Service,"507 N SAM HOUSTON PKWY E, HOUSTON, TX 77060",1
405105,MURPHY'S DELI,(002) Restaurant - Single Service,"840 N ELDRIDGE PKWY STE 150, HOUSTON, TX 77079",1
213554,MURPHY'S DELI,(002) Restaurant - Single Service,"6560 FANNIN STE 250, HOUSTON, TX 77030",1
422172,MUSCLE MAKER GRILL,(001) Restaurant - Full Service,"6415 SAN FELIPE ST STE A-1, HOUSTON, TX 77057",1
940863,NORTH MAIN C.O.G.I.C. (CHURCH),(002) Restaurant - Single Service,"7206 N MAIN, HOUSTON, TX 77022",1
961676,NORTHLINE ELEMENTARY PTO,(002) Restaurant - Single Service,"821 E WITCHER, HOUSTON, TX 77076",1
417233,ORANGE LEAF YOGURT,(002) Restaurant - Single Service,"12369 KINGSRIDE LN, HOUSTON, TX 77024",1
225223,OROZCO'S BALLROOM,(002) Restaurant - Single Service,"10011 JENSEN DR STE 1, HOUSTON, TX 77093",1
421143,OSTERIA MAZZANTINI,(001) Restaurant - Full Service,"2200 POST OAK BLVD STE 140, HOUSTON, TX 77056",1
420528,OSTIONERIA ARANDAS AIRLINE,(001) Restaurant - Full Service,"5826 AIRLINE DR STE A, HOUSTON, TX 77076",1
981575,OUR DELI #3,(002) Restaurant - Single Service,"6666 HARWIN STE 265, HOUSTON, TX 77036",1
415979,OUT TO LUNCH,(002) Restaurant - Single Service,"12941 NORTH FWY STE 108, HOUSTON, TX 77060",1
406949,PANCHO'S MEXICAN BUFFET,(001) Restaurant - Full Service,"5442 NORTH FWY, HOUSTON, TX 77076",1
407303,PANDA EXPRESS,(002) Restaurant - Single Service,"1913 TAYLOR, HOUSTON, TX 77007",1
213904,PANERA BREAD,(001) Restaurant - Full Service,"13704 NORTHWEST FWY, HOUSTON, TX 77040",1
950758,PAPA JOHNS PIZZA #406,(002) Restaurant - Single Service,"2535 S GESSNER, HOUSTON, TX 77063",1
402760,PAPPAS BURGER,(001) Restaurant - Full Service,"7800 AIRPORT BLVD STE C-14, HOUSTON, TX 77061",1
206756,PAPPAS BURGER,(001) Restaurant - Full Service,"5815 WESTHEIMER, HOUSTON, TX 77057",1
916953,PAPPASITO'S CANTINA,(001) Restaurant - Full Service,"13070 NORTHWEST FWY, HOUSTON, TX 77040",1
408088,PASTA POMODORO DELI,(002) Restaurant - Single Service,"1001 WEST LOOP SOUTH, HOUSTON, TX 77027",1
403359,PEI WEI ASIAN DINER,(001) Restaurant - Full Service,"1413 S VOSS STE A, Houston, TX 77O57",1
414693,PHO BINH BY NIGHT,(001) Restaurant - Full Service,"12148 BELLAIRE BLVD STE 101, HOUSTON, TX 77072",1
941815,PINES PRESBYTERIAN CHURCH,(002) Restaurant - Single Service,"12751 KIMBERLY, HOUSTON, TX 77024",1
415189,PIOLA,(001) Restaurant - Full Service,"3201 LOUISIANA STE 103, HOUSTON, TX 77006",1
418261,PIZARO'S PIZZA,(001) Restaurant - Full Service,"14028 MEMORIAL DR, HOUSTON, TX 77081",1
416337,PIZZA HUT # 27127,(002) Restaurant - Single Service,"7820 LONG POINT RD, HOUSTON, TX 77055",1
416317,PIZZA HUT # 27165,(002) Restaurant - Single Service,"3620 KATY FWY, HOUSTON, TX 77007",1
420831,PIZZA HUT #028529,(002) Restaurant - Single Service,"8615 TIDWELL RD STE B, HOUSTON, TX 77028",1
209499,PIZZA KING & PASTA,(002) Restaurant - Single Service,"10286 W FORUM, HOUSTON, TX 77036",1
420569,PIZZA L'VINO,(002) Restaurant - Single Service,"544 WAUGH DR STE 544, HOUSTON, TX 77019",1
415490,PIZZA PATRON,(002) Restaurant - Single Service,"6849 S GESSNER STE B, HOUSTON, TX 77036",1
992398,PLANTATION FOOD STORE,(002) Restaurant - Single Service,"8450 ALMEDA GENOA RD, HOUSTON, TX 77075",1
410243,POR MIS CAZUELAS TAQUERIA,(002) Restaurant - Single Service,"807 TELEPHONE, HOUSTON, TX 77023",1
405083,POTBELLY SANDWICH WORKS,(002) Restaurant - Single Service,"3800 SOUTHWEST FWY STE 150, HOUSTON, TX 77027",1
418282,PUMP IT UP,(002) Restaurant - Single Service,"7620 KATY FWY STE 440, HOUSTON, TX 77024",1
419285,PURIFIED DRINKING WATER & TAPIOCA,(002) Restaurant - Single Service,"3132 S DAIRY ASHFORD, HOUSTON, TX 77082",1
404175,RAISING CANE'S,(002) Restaurant - Single Service,"7531 WESTHEIMER RD, HOUSTON, TX 77063",1
407534,REFRESQUERIA RIO AZUL,(002) Restaurant - Single Service,"5325 TELEPHONE STE A, HOUSTON, TX 77087",1
409299,RESIDENCE INN BY MARRIOTT,(002) Restaurant - Single Service,"9965 WESTHEIMER RD, HOUSTON, TX 77042",1
415635,RICO,(002) Restaurant - Single Service,"930 MAIN STE T-240B, HOUSTON, TX 77002",1
414842,RINCON CRIOLLO CUBAN CUSINE,(001) Restaurant - Full Service,"2150 S STATE HIGHWAY 6 STE 150, HOUSTON, TX 77077",1
413384,ROCKY MOUNTAIN CHOCOLATE FACTORY,(002) Restaurant - Single Service,"3500 TERMINAL RD STE 1031, HOUSTON, TX 77032",1
204791,ROSE'S DELI AND CATERING,(002) Restaurant - Single Service,"15333 JOHN F. KENNEDY BLVD STE 120, HOUSTON, TX 77032",1
418241,SALON DANDY,(001) Restaurant - Full Service,"6827 GRIGGS, HOUSTON, TX 77023",1
416750,SAM'S BURGERS FRIES AND PIES,(001) Restaurant - Full Service,"1017 DAIRY ASHFORD, HOUSTON, TX 77079",1
918013,SAVE A STEP,(002) Restaurant - Single Service,"2505 SHADOWBRIAR, HOUSTON, TX 77077",1
409908,SCHLOTZSKY'S,(002) Restaurant - Single Service,"12485 WESTHEIMER RD, HOUSTON, TX 77077",1
417869,SEAN'S CAFE & DELI,(002) Restaurant - Single Service,"10777 WESTHEIMER STE 163, HOUSTON, TX 77042",1
919375,SHANGHAI RIVER RESTAURANT,(001) Restaurant - Full Service,"2407 WESTHEIMER, HOUSTON, TX 77098",1
931445,SHIPLEY DONUTS,(002) Restaurant - Single Service,"14135 NORTHWEST FWY STE A1, HOUSTON, TX 77040",1
961055,SHIPLEY DONUTS,(002) Restaurant - Single Service,"7613 KATY FWY STE A, HOUSTON, TX 77024",1
407848,"SIMON'S CAFE, HCC NE CAMPUS",(002) Restaurant - Single Service,"555 COMMUNITY COLLEGE DR, HOUSTON, TX 77013",1
415497,SKYLINE HOUSTON DELI (located on Cummins Lane),(002) Restaurant - Single Service,"20 GREENWAY PLAZA STE 330, HOUSTON, TX 77046",1
419772,SMASHBURGER 1199,(002) Restaurant - Single Service,"174 YALE ST STE 100, HOUSTON, TX 77007",1
414893,SMOOTHIE ISLAND,(002) Restaurant - Single Service,"7101 STELLA LINK, HOUSTON, TX 77025",1
414614,SMOOTHIE KING,(002) Restaurant - Single Service,"5535 MEMORIAL DR STE E, HOUSTON, TX 77007-8023",1
410898,SMOOTHIE KING,(002) Restaurant - Single Service,"1923 TAYLOR ST STE A, HOUSTON, TX 77007",1
210999,SMOOTHIE KING,(002) Restaurant - Single Service,"815 WALKER ST STE T-06, HOUSTON, TX 77002",1
227786,SMOOTHIE KING #543,(002) Restaurant - Single Service,"1001 FANNIN, HOUSTON, TX 77002",1
411788,SODEXHO/WESTSIDE CAFE,(002) Restaurant - Single Service,"10350 RICHMOND AVE STE 150, HOUSTON, TX 77042",1
221148,SONANGOL U.S.A.,(001) Restaurant - Full Service,"1177 ENCLAVE PKWY, HOUSTON, TX 77079",1
405699,SOUTH FREEWAY TRUCK STOP,(002) Restaurant - Single Service,"12602 SOUTH FWY, HOUSTON, TX 77047",1
423591,SPICE OF INDIA,(001) Restaurant - Full Service,"2122 HOLLY HALL, HOUSTON, TX 77054",1
409313,SPRING HILL SUITES MARRIOTT,(001) Restaurant - Full Service,"1400 OLD SPANISH TRAIL, HOUSTON, TX 77054",1
409346,SPRINGHILL SUITES BY MARRIOTT,(001) Restaurant - Full Service,"15840 JOHN F. KENNEDY BLVD, HOUSTON, TX 77032",1
409385,ST. MATTHEW'S/ IGLESIA EPISCOPAL SAN MATEO,(002) Restaurant - Single Service,"6635 ALDER DR, HOUSTON, TX 77081",1
212087,ST.BASIL THE GREAT GREEK ORTHODOX CHURCH,(001) Restaurant - Full Service,"1100 ELDRIDGE PKWY, HOUSTON, TX 77077",1
421280,STARBUCKS,(002) Restaurant - Single Service,"3100 NORTH TERMINAL STE B25A, HOUSTON, TX 77032",1
419584,STARBUCKS,(002) Restaurant - Single Service,"217 HEIGHTS BLVD, HOUSTON, TX 77007",1
406659,STARBUCKS #11562,(002) Restaurant - Single Service,"14333 WESTHEIMER, HOUSTON, TX 77077",1
406364,STARBUCKS COFFEE #11378,(002) Restaurant - Single Service,"1535 ELDRIDGE PKWY STE 200, HOUSTON, TX 77077",1
422018,STARBUCKS COFFEE #20143,(002) Restaurant - Single Service,"10501 PEARLAND PKWY STE A, HOUSTON, TX 77089",1
970958,STARBUCKS COFFEE #6237,(002) Restaurant - Single Service,"12850 MEMORIAL DR, HOUSTON, TX 77024",1
